x,y,z,vol,id,SEP1,AG,mean_curv,curv1,MP,AS1,AP2,PUCHI,WUS,PHB_PHV,AP3,SEP3,dev_curv,curv2,REV,gauss_curv,SEP2,ATML1,ETTIN,AHP6,ANT,FIL,PI,STM,LFY,SUP,SVP,CLV3,AP1,CUC1_2_3,stress1,stress_anisotropy
17.20871988960016,35.76554117932433,2.0401600110235827,284.2051586697901,2,0.0997095,6.4378e-10,0.032568423483499476,0.05636525917860864,0.0108144,0.0141926,0.0997095,0.0,2.89428e-10,0.00377575,1.97151e-08,2.67683e-07,0.023796835695109167,0.008771587788390302,0.00377575,0.0005191203025359818,0.0997095,0.0788635,0.00122583,2.31045e-05,0.0141926,0.00122556,1.97151e-08,0.00703603,0.0141926,0.0,0.0,1.6378e-14,0.0997095,4.91571e-07,0.42712690000000003,0.6449505000000001
18.89069317439923,28.166668726561998,5.089334940480497,148.64166977384033,3,0.986949,6.5426e-10,0.04429969247413821,0.0730864704303541,0.0732885,0.826365,0.986949,0.0,1.29133e-10,0.00560909,2.86995e-08,1.66763e-07,0.02878677795621588,0.01551291451792233,0.00560909,0.0011488032662732939,0.986949,0.156513,0.00789211,4.5264e-05,0.826365,0.00789194,2.86995e-08,0.00476685,0.826365,0.0,0.0,7.8217e-15,0.986949,1.24403e-07,0.4457358,0.7017683
22.608721618040335,33.123391202761944,1.874245647281986,130.36269737422484,4,0.0377034,1.60764e-09,0.03461961176607289,0.059299937401697145,0.0170947,0.0105557,0.0377034,0.0,1.35899e-09,0.0134619,2.26808e-08,7.94572e-07,0.024680325635624254,0.009939286130448635,0.0134619,0.000635933413652209,0.0377034,0.0104303,0.000661884,1.66756e-06,0.0105557,0.000661089,2.26808e-08,0.0167652,0.0105557,0.0,0.0,6.9124e-14,0.0377034,6.16437e-07,0.4016089,0.6459799
20.72355869923914,43.59427577922743,2.7445828939913963,195.29638932220752,5,0.108702,2.5245e-09,0.028384974908205452,0.04821927175203179,0.011357,0.0104438,0.108702,0.0,4.86172e-10,0.0039675,5.29366e-08,4.37921e-07,0.019834296843826336,0.008550678064379109,0.0039675,0.000413534344266237,0.108702,0.0816722,0.00112247,2.30201e-06,0.0104438,0.00112204,5.29366e-08,0.0171732,0.0104438,0.0,0.0,7.92887e-14,0.108702,4.87989e-06,0.3877318,0.5973485000000001
22.98682791002142,37.19101793555106,5.448880408792068,400.15613887850253,6,0.348238,3.71182e-08,0.0291083772362001,0.05097607257440242,0.114604,0.108894,0.348238,0.0,1.82002e-08,0.0598409,7.16698e-07,1.16732e-05,0.021867695338202313,0.007240681897997786,0.0598409,0.00036778322021023736,0.348238,0.123963,0.00968589,5.26277e-05,0.108894,0.00967422,7.16698e-07,0.11682,0.108894,0.0,0.0,1.39348e-12,0.348238,2.19518e-05,0.37339560000000005,0.6273580000000001
25.698523715400466,50.837298554741075,2.5475240391767557,281.97624801762225,7,0.236769,6.46733e-08,0.021812192440126225,0.03734219674643534,0.149406,0.0687384,0.236769,0.0,1.69335e-09,0.00171568,1.06116e-06,7.79032e-07,0.015530004306309114,0.006282188133817111,0.00171568,0.00022636630471845192,0.236769,0.0792505,0.0676255,2.74759e-06,0.0687384,0.0676247,1.06116e-06,0.151804,0.0687384,0.0,0.0,3.15326e-12,0.236769,0.000168611,0.32876,0.5402634
27.615736017141273,44.382554206453875,2.985379154947708,326.4687337282027,8,0.21785,1.10091e-07,0.025191546293009775,0.045141118729757006,0.0857536,0.0127266,0.21785,0.0,1.37525e-08,0.0133972,8.70219e-07,6.61655e-06,0.019949572436747234,0.0052419738562625405,0.0133972,0.00024123809796903575,0.21785,0.0160562,0.00664363,3.9953e-06,0.0127266,0.00663701,8.70219e-07,0.194938,0.0127266,0.0,0.0,5.48065e-12,0.21785,3.86833e-05,0.34793240000000003,0.577944
28.42056921042311,37.10557703103552,1.380248701421963,126.29541169697846,9,0.096601,5.28552e-09,0.029111429718460376,0.0502759580570872,0.0177813,0.00673006,0.096601,0.0,2.1763e-09,0.0107653,4.253e-08,1.18933e-06,0.021164528338626823,0.007946901379833542,0.0107653,0.00039789168719444966,0.096601,0.00708517,0.000668689,1.29299e-06,0.00673006,0.0006675,4.253e-08,0.0830328,0.00673006,0.0,0.0,2.27839e-13,0.096601,1.60215e-06,0.38171449999999996,0.6646348
29.589473537341732,57.01495835844206,1.6782597302551092,148.2035078507646,10,0.236724,5.02687e-08,0.027556848902005094,0.03270976709814013,0.0991854,0.0795596,0.236724,0.0,1.14776e-09,0.000722057,4.96472e-07,3.55735e-07,0.005152918196135043,0.022403930705870045,0.000722057,0.0007319702672048457,0.236724,0.140789,0.0790723,7.66598e-06,0.0795596,0.0790719,4.96472e-07,0.0265523,0.0795596,0.0,0.0,2.23199e-12,0.236724,0.000138203,0.258606,0.4249163
41.32096391021247,11.084408055174777,16.165342470575325,41.69205950657476,11,0.999977,1.63497e-07,0.00888996603619574,0.03018971717475516,0.922255,0.0762342,0.999977,0.0,6.84211e-08,0.912854,8.54752e-07,8.97456e-06,0.02129975113855942,-0.012409785102363676,0.912854,-0.00037564007982455365,0.999977,0.000676937,0.00312663,4.90544e-07,0.0762342,0.00311766,8.54752e-07,0.923395,0.0762342,0.0,0.0,3.65504e-12,0.999977,2.52356e-05,0.3114236,0.6555274
