x,y,z,vol,id,SEP1,AG,mean_curv,curv1,MP,AS1,AP2,PUCHI,WUS,PHB_PHV,AP3,SEP3,dev_curv,curv2,REV,gauss_curv,SEP2,ATML1,ETTIN,AHP6,ANT,FIL,PI,STM,LFY,SUP,SVP,CLV3,AP1,CUC1_2_3,stress1,stress_anisotropy
61.987038413525866,62.92130244134263,45.60528013555949,1024041.1830844355,1,0.971475,0.175224,0.0338246644463697,0.03660502728298694,0.904645,0.379788,0.797881,0.0,0.0114099,0.559902,0.223309,0.209454,0.00278036283661724,0.03104430160975246,0.559902,0.0011360609855810056,0.971475,0.377343,0.453953,0.0692746,0.379788,0.244499,0.223309,0.563977,0.379788,0.0,0.0,0.0105949,0.797881,0.189894,0.42633730000000003,0.5450568
29.119850364211917,69.59783967037126,6.168633380500521,667.8788301249274,2,0.986993,0.0165455,-0.005514146383097459,0.005836481232983346,0.342665,0.216951,0.970601,0.0,0.00107738,0.0545215,0.0210868,0.019778,0.011350627616080805,-0.016864773999178264,0.0545215,-0.00010623387200400957,0.986993,0.733429,0.220175,0.00656989,0.216951,0.200397,0.0210868,0.180859,0.216951,0.0,0.0,0.00100042,0.970601,0.0240522,0.9190418000000001,0.8498591
34.96484410664894,62.574037614095744,2.1630703154842914,252.15095058329933,3,0.308304,0.0165455,-0.0006462817444235671,0.009383576484840625,0.28389,0.16196,0.291913,0.0,0.00107738,0.0603734,0.021086,0.0197781,0.01002985822926419,-0.01067613997368776,0.0603734,-8.352648348215462e-05,0.308304,0.0534979,0.167921,0.00654936,0.16196,0.148142,0.021086,0.129327,0.16196,0.0,0.0,0.00100042,0.291913,0.0179659,0.9491738000000002,0.8397102999999999
33.85101191009346,72.83055808915887,1.3498556717701622,132.18159433573013,4,0.981708,0.0165455,0.001206840976326377,0.013883167433563331,0.180234,0.123766,0.965316,0.0,0.00107738,0.053537,0.021086,0.0197776,0.012676326457236953,-0.011469485480910577,0.053537,-0.00010416387005945681,0.981708,0.837506,0.129938,0.00657846,0.123766,0.110161,0.021086,0.0631433,0.123766,0.0,0.0,0.00100042,0.965316,0.0181593,0.8378926999999999,0.6476698000000001
32.83929557980574,79.51754451147401,1.8042409787165274,82.67085162426271,5,0.987384,0.0165455,0.019703114563746595,0.03551453051200103,0.111026,0.061122,0.970992,0.0,0.00107738,0.0529449,0.0210859,0.0197776,0.01581141594825444,0.0038916986154921584,0.0529449,0.00012970822221335926,0.987384,0.909456,0.067822,0.00657193,0.061122,0.0480444,0.0210859,0.0536986,0.061122,0.0,0.0,0.00100042,0.970992,0.0179501,0.5068410999999999,0.4994392
39.41688083843736,77.87316933812303,2.8624162185068545,373.36447270545716,6,0.846481,0.0165455,0.017770188570251148,0.03429207174879414,0.281432,0.228434,0.83009,0.0,0.00107738,0.0545415,0.0210865,0.0197778,0.016521883178542994,0.0012483053917081508,0.0545415,4.705227910886065e-05,0.846481,0.607539,0.232037,0.00694907,0.228434,0.212259,0.0210865,0.0570253,0.228434,0.0,0.0,0.00100042,0.83009,0.0179898,0.7245965999999999,0.5625528200000001
40.39516692939905,67.62520325343709,0.6293909041307975,81.63845866449766,7,0.171223,0.0165455,-0.003383322094663864,0.009449955135768627,0.15349,0.100569,0.154831,0.0,0.00107738,0.053467,0.0210859,0.0197776,0.012833277230432491,-0.016216599325096358,0.053467,-0.00013806093738441422,0.171223,0.0472544,0.107114,0.00654885,0.100569,0.0873366,0.0210859,0.0568129,0.100569,0.0,0.0,0.00100042,0.154831,0.0179379,0.8639122,0.715709
40.685950684514864,85.59358868232,6.238065642051084,699.5212331481536,8,0.924768,0.0165455,0.009458519952369293,0.01977223668214246,0.350748,0.300856,0.908376,0.0,0.00107738,0.0530414,0.021087,0.0197776,0.01031371672977317,-0.0008551967774038764,0.0530414,-1.7253383563270916e-05,0.924768,0.767246,0.307338,0.0162191,0.300856,0.28756,0.021087,0.0536767,0.300856,0.0,0.0,0.00100042,0.908376,0.0179545,0.5447478699999999,0.5842048299999999
40.444051553490944,57.96364816677616,5.957846078368575,733.3960756484786,9,0.841308,0.0165456,0.0013151667229865777,0.010425768856260115,0.805993,0.189231,0.824917,0.0,0.00107743,0.177292,0.0210873,0.0197956,0.009110602133273537,-0.007795435410286959,0.177292,-5.210022465116421e-05,0.841308,0.0554896,0.187455,0.00656207,0.189231,0.167659,0.0210873,0.634939,0.189231,0.0,0.0,0.00100042,0.824917,0.0182997,0.9491738000000002,0.8397102999999999
46.859943161918395,90.2276830651396,0.9170685525211586,86.28863891916588,10,0.172025,0.0165455,0.019271813606684982,0.04300177872858439,0.162411,0.11285,0.155634,0.0,0.00107738,0.0528827,0.021086,0.0197776,0.023729965121899402,-0.004458151515214419,0.0528827,-0.00020820290633655845,0.172025,0.105376,0.119839,0.00718165,0.11285,0.100061,0.021086,0.0532542,0.11285,0.0,0.0,0.00100042,0.155634,0.0179309,0.47444610000000004,0.7764098
46.31966878940915,73.50703504138713,2.063478478911801,225.95287624532983,11,0.298676,0.0165455,0.015645719081069157,0.0311377132440413,0.234533,0.178477,0.282285,0.0,0.00107738,0.0642079,0.0210929,0.0197787,0.015491994162972145,0.00015372491809701033,0.0642079,1.431711199832327e-05,0.298676,0.0940483,0.179365,0.00667629,0.178477,0.159586,0.0210929,0.0597645,0.178477,0.0,0.0,0.00100042,0.282285,0.0179412,0.82208087,0.5941667300000001
45.69061104612798,82.58720793161841,2.849688276192102,262.4131130807929,12,0.409129,0.0165455,0.011144625338626448,0.022272205761830165,0.294567,0.244692,0.392738,0.0,0.00107738,0.0535845,0.021087,0.0197776,0.011127580423203718,1.7044915422729676e-05,0.0535845,-2.2559476539506944e-06,0.409129,0.205388,0.250924,0.00851699,0.244692,0.231147,0.021087,0.05358,0.244692,0.0,0.0,0.00100042,0.392738,0.0179348,0.24013716999999998,0.62268673
