x,y,z,vol,id,SEP3,PI,curv1,SEP2,CLV3,dev_curv,WUS,AP2,PHB_PHV,PUCHI,AHP6,ATML1,curv2,SEP1,AG,AP1,REV,ETTIN,SVP,ANT,LFY,AP3,MP,FIL,gauss_curv,SUP,mean_curv,CUC1_2_3,AS1,STM
17.20871988960016,35.76554117932433,2.0401600110235827,284.2051586697901,2,2.67683e-07,1.97151e-08,0.05636525917860864,0.0997095,1.6378e-14,0.023796835695109167,2.89428e-10,0.0997095,0.00377575,0.0,2.31045e-05,0.0788635,0.008771587788390302,0.0997095,6.4378e-10,0.0997095,0.00377575,0.00122583,0.0,0.0141926,0.0141926,1.97151e-08,0.0108144,0.00122556,0.0005191203025359818,0.0,0.032568423483499476,4.91571e-07,0.0141926,0.00703603
18.89069317439923,28.166668726561998,5.089334940480497,148.64166977384033,3,1.66763e-07,2.86995e-08,0.0730864704303541,0.986949,7.8217e-15,0.02878677795621588,1.29133e-10,0.986949,0.00560909,0.0,4.5264e-05,0.156513,0.01551291451792233,0.986949,6.5426e-10,0.986949,0.00560909,0.00789211,0.0,0.826365,0.826365,2.86995e-08,0.0732885,0.00789194,0.0011488032662732939,0.0,0.04429969247413821,1.24403e-07,0.826365,0.00476685
22.608721618040335,33.123391202761944,1.874245647281986,130.36269737422484,4,7.94572e-07,2.26808e-08,0.059299937401697145,0.0377034,6.9124e-14,0.024680325635624254,1.35899e-09,0.0377034,0.0134619,0.0,1.66756e-06,0.0104303,0.009939286130448635,0.0377034,1.60764e-09,0.0377034,0.0134619,0.000661884,0.0,0.0105557,0.0105557,2.26808e-08,0.0170947,0.000661089,0.000635933413652209,0.0,0.03461961176607289,6.16437e-07,0.0105557,0.0167652
20.72355869923914,43.59427577922743,2.7445828939913963,195.29638932220752,5,4.37921e-07,5.29366e-08,0.04821927175203179,0.108702,7.92887e-14,0.019834296843826336,4.86172e-10,0.108702,0.0039675,0.0,2.30201e-06,0.0816722,0.008550678064379109,0.108702,2.5245e-09,0.108702,0.0039675,0.00112247,0.0,0.0104438,0.0104438,5.29366e-08,0.011357,0.00112204,0.000413534344266237,0.0,0.028384974908205452,4.87989e-06,0.0104438,0.0171732
22.98682791002142,37.19101793555106,5.448880408792068,400.15613887850253,6,1.16732e-05,7.16698e-07,0.05097607257440242,0.348238,1.39348e-12,0.021867695338202313,1.82002e-08,0.348238,0.0598409,0.0,5.26277e-05,0.123963,0.007240681897997786,0.348238,3.71182e-08,0.348238,0.0598409,0.00968589,0.0,0.108894,0.108894,7.16698e-07,0.114604,0.00967422,0.00036778322021023736,0.0,0.0291083772362001,2.19518e-05,0.108894,0.11682
25.698523715400466,50.837298554741075,2.5475240391767557,281.97624801762225,7,7.79032e-07,1.06116e-06,0.03734219674643534,0.236769,3.15326e-12,0.015530004306309114,1.69335e-09,0.236769,0.00171568,0.0,2.74759e-06,0.0792505,0.006282188133817111,0.236769,6.46733e-08,0.236769,0.00171568,0.0676255,0.0,0.0687384,0.0687384,1.06116e-06,0.149406,0.0676247,0.00022636630471845192,0.0,0.021812192440126225,0.000168611,0.0687384,0.151804
27.615736017141273,44.382554206453875,2.985379154947708,326.4687337282027,8,6.61655e-06,8.70219e-07,0.045141118729757006,0.21785,5.48065e-12,0.019949572436747234,1.37525e-08,0.21785,0.0133972,0.0,3.9953e-06,0.0160562,0.0052419738562625405,0.21785,1.10091e-07,0.21785,0.0133972,0.00664363,0.0,0.0127266,0.0127266,8.70219e-07,0.0857536,0.00663701,0.00024123809796903575,0.0,0.025191546293009775,3.86833e-05,0.0127266,0.194938
28.42056921042311,37.10557703103552,1.380248701421963,126.29541169697846,9,1.18933e-06,4.253e-08,0.0502759580570872,0.096601,2.27839e-13,0.021164528338626823,2.1763e-09,0.096601,0.0107653,0.0,1.29299e-06,0.00708517,0.007946901379833542,0.096601,5.28552e-09,0.096601,0.0107653,0.000668689,0.0,0.00673006,0.00673006,4.253e-08,0.0177813,0.0006675,0.00039789168719444966,0.0,0.029111429718460376,1.60215e-06,0.00673006,0.0830328
29.589473537341732,57.01495835844206,1.6782597302551092,148.2035078507646,10,3.55735e-07,4.96472e-07,0.03270976709814013,0.236724,2.23199e-12,0.005152918196135043,1.14776e-09,0.236724,0.000722057,0.0,7.66598e-06,0.140789,0.022403930705870045,0.236724,5.02687e-08,0.236724,0.000722057,0.0790723,0.0,0.0795596,0.0795596,4.96472e-07,0.0991854,0.0790719,0.0007319702672048457,0.0,0.027556848902005094,0.000138203,0.0795596,0.0265523
41.32096391021247,11.084408055174777,16.165342470575325,41.69205950657476,11,8.97456e-06,8.54752e-07,0.03018971717475516,0.999977,3.65504e-12,0.02129975113855942,6.84211e-08,0.999977,0.912854,0.0,4.90544e-07,0.000676937,-0.012409785102363676,0.999977,1.63497e-07,0.999977,0.912854,0.00312663,0.0,0.0762342,0.0762342,8.54752e-07,0.922255,0.00311766,-0.00037564007982455365,0.0,0.00888996603619574,2.52356e-05,0.0762342,0.923395
31.95598884904262,33.270166250772085,1.3400701493981206,77.10697320212992,12,2.21402e-06,2.95909e-08,0.05152184592401733,0.0932147,5.94195e-13,0.021926215306098097,9.21995e-09,0.0932147,0.0274923,0.0,2.25508e-07,0.00049519,0.0076694153118211355,0.0932147,8.31881e-09,0.0932147,0.0274923,0.000426662,0.0,0.00464424,0.00464424,2.95909e-08,0.0287804,0.000424448,0.00039475738162662275,0.0,0.029595630617919238,5.47741e-07,0.00464424,0.0880903
36.57109526338885,60.83743419428512,1.6067884412267852,275.68005168820804,13,4.59078e-07,1.99006e-06,0.028141152238666,0.236688,6.81957e-12,0.0034289663481535523,6.70117e-09,0.236688,0.000882871,0.0,0.000971414,0.14401,0.0212832195423589,0.236688,1.71789e-07,0.236688,0.000882871,0.0987277,0.0,0.0995469,0.0995469,1.99006e-06,0.100817,0.0987272,0.0005991617106697436,0.0,0.024712185890512453,1.48286e-05,0.0995469,0.00148709
35.857398648420876,43.618566545628674,2.394103933129616,335.6796593719902,14,3.35722e-05,2.43907e-06,0.04236928424258535,0.210811,1.07072e-10,0.01894632740490159,2.91209e-07,0.21081,0.0314975,0.0,6.16315e-06,0.00100955,0.004476629432782172,0.210811,9.69807e-07,0.21081,0.0314975,0.00626005,0.0,0.00760481,0.00760481,2.43907e-06,0.0966106,0.00622647,0.00019055270826702286,0.0,0.02342295683768376,3.16143e-05,0.00760481,0.202526
32.908676885534966,52.49582988209803,3.2772080517366113,286.8436554674417,15,4.17455e-06,2.16636e-06,0.03441852841882555,0.220816,4.58914e-11,0.007689080216779981,2.50163e-08,0.220815,0.00691663,0.0,2.26424e-05,0.0226686,0.019040367985265594,0.220816,5.49709e-07,0.220815,0.00691663,0.123901,0.0,0.125147,0.125147,2.16636e-06,0.198138,0.123896,0.0006537756790035521,0.0,0.02672944820204557,5.25908e-05,0.125147,0.0772841
39.380219560896,52.72873145996987,1.586499412609328,170.73074585237515,16,5.14392e-06,2.85353e-06,0.02997305986998764,0.108742,5.14732e-11,0.004085635133269955,4.08838e-08,0.108742,0.0109346,0.0,0.000243839,0.00449456,0.021801789603447735,0.108742,6.27857e-07,0.108742,0.0109346,0.0301459,0.0,0.0315939,0.0315939,2.85353e-06,0.104475,0.0301407,0.0006562874019770003,0.0,0.02588742473671769,2.68799e-05,0.0315939,0.0732543
37.56442089156466,26.577335710417774,4.157694316002035,71.59184812689419,17,0.00014265,3.90252e-07,0.0602290021915872,0.914774,8.46199e-11,0.02497277622196677,1.03256e-06,0.914774,0.910067,0.0,1.6517e-07,1.22963e-05,0.010283449747653658,0.914774,6.738e-07,0.914774,0.910067,0.000336748,0.0,0.000764941,0.000764941,3.90252e-07,0.913875,0.000194098,0.0006664696041807443,0.0,0.03525622596962043,4.41191e-07,0.000764941,0.913997
42.171883410937504,45.81151330078125,1.0613249844253512,79.25015652152204,18,2.10737e-05,1.26912e-06,0.03615949601936432,0.0325505,6.92059e-11,0.012423190187454313,2.6597e-07,0.0325499,0.0154373,0.0,1.54397e-05,0.000143231,0.011313115644455704,0.0325505,5.59914e-07,0.0325499,0.0154373,0.00405104,0.0,0.00449361,0.00449361,1.26912e-06,0.0258555,0.00402996,0.00039647062837157055,0.0,0.023736305831910012,2.35043e-06,0.00449361,0.0279339
48.888941344323584,18.734043420122365,10.462057179212325,154.12821907148415,19,0.000777254,1.49579e-05,0.012235920178372097,0.991517,1.99513e-09,0.010510524561833717,2.04595e-05,0.991502,0.977593,0.0,5.25234e-07,4.67721e-05,-0.008785128945295336,0.991517,1.54675e-05,0.991502,0.977593,0.000997165,0.0,0.0101882,0.0101882,1.49579e-05,0.990141,0.000219911,-0.00011150313429360628,0.0,0.0017253956165383805,8.6158e-06,0.0101882,0.981268
43.39463310949574,40.80484048549702,3.6417179061005696,269.9363203922372,20,0.000751374,3.48965e-05,0.041284669055571044,0.225626,4.37714e-09,0.018203564668006968,1.22018e-05,0.225603,0.203177,0.0,1.36829e-05,4.74069e-05,0.004877539719557102,0.225626,2.22562e-05,0.225603,0.203177,0.00403801,0.0,0.00622012,0.00622012,3.48965e-05,0.215075,0.00328664,0.00019921128031585226,0.0,0.023081104387564073,3.15955e-05,0.00622012,0.219371
42.58882806771142,59.48981013532426,4.79403840507303,434.89475917104954,21,1.23049e-05,4.65923e-05,0.03645733072605207,0.352611,2.66672e-10,0.004204189464821607,2.31345e-07,0.352607,0.0172887,0.0,0.00680329,0.0710686,0.028048951796408855,0.352611,4.18956e-06,0.352607,0.0172887,0.266527,0.0,0.279716,0.279716,4.65923e-05,0.294057,0.266515,0.0010414949385637805,0.0,0.03225314126123046,0.000159317,0.279716,0.0144675
46.020058854987525,62.979025710598506,0.8706868591657538,114.58886814349883,22,4.6176e-07,7.39392e-06,0.05536929454159352,0.103925,7.22644e-12,0.01211902690275747,6.23508e-09,0.103925,0.00119034,0.0,0.0015233,0.0116822,0.031131240736078584,0.103925,1.12117e-07,0.103925,0.00119034,0.09558,0.0,0.0966113,0.0966113,7.39392e-06,0.0972574,0.0955795,0.0017158449728470154,0.0,0.043250267638836055,1.0598e-05,0.0966113,0.000649505
47.26183852295433,69.05787918271986,3.447287532148065,395.669741796575,23,4.42106e-07,2.58804e-05,0.06698861283151072,0.229277,2.37767e-11,0.01867314862756988,6.39969e-09,0.229277,0.00128583,0.0,0.0168642,0.0863177,0.02964231557637096,0.229277,1.63081e-07,0.229277,0.00128583,0.221191,0.0,0.222427,0.222427,2.58804e-05,0.222615,0.221191,0.0019829332547860483,0.0,0.04831546420394084,2.63784e-05,0.222427,0.000187939
47.3361345595067,28.74030855714943,2.1913846632612826,165.67283321860972,24,0.000666913,1.0108e-05,0.05122345269429757,0.108527,2.04225e-09,0.021796155968195723,1.5966e-05,0.108516,0.107507,0.0,4.89303e-08,6.85147e-07,0.007631140757906135,0.108527,1.08912e-05,0.108516,0.107507,0.000681661,0.0,7.19948e-05,7.19948e-05,1.0108e-05,0.108263,1.47481e-05,0.0003905176284936118,0.0,0.029427296726101858,6.55936e-06,7.19948e-05,0.108454
43.94755510429668,51.31631191362522,4.296500736304992,291.5205577333152,25,5.25883e-05,2.59167e-05,0.028359429995680745,0.212228,4.43477e-10,0.003757650771511733,8.86436e-07,0.212224,0.0816601,0.0,0.000573384,0.00347545,0.02084412845265728,0.212228,4.80768e-06,0.212224,0.0816601,0.0741995,0.0,0.0835083,0.0835083,2.59167e-05,0.208767,0.074147,0.0005914519271794664,0.0,0.024601779224169014,5.21777e-05,0.0835083,0.125704
46.584097077375,36.667490681249994,0.6667413351020322,38.101036789193294,26,0.000191597,8.93741e-06,0.04435945614326651,0.0416317,3.30922e-10,0.0195982776043648,2.09865e-06,0.0416295,0.0402332,0.0,3.20494e-07,1.25604e-06,0.005162900934536914,0.0416317,2.25804e-06,0.0416295,0.0402332,0.000313594,0.0,0.000255309,0.000255309,8.93741e-06,0.0410129,0.000121997,0.00023340158613723654,0.0,0.024761178538901713,6.46176e-06,0.000255309,0.0413755
51.43858733795442,56.371316087650655,2.186246328376032,391.9834664872206,27,1.23543e-05,0.000234762,0.07158115425746922,0.219367,2.75805e-10,0.020510813615268776,1.40635e-07,0.219366,0.0171811,0.0,0.00361204,0.00132093,0.030559527026931665,0.219367,1.59477e-06,0.219366,0.0171811,0.195055,0.0,0.213493,0.213493,0.000234762,0.218753,0.195042,0.002193189717049556,0.0,0.05107034064220043,0.000252193,0.213493,0.00527149
49.56616597239182,46.55372069806875,4.40224075521929,430.5798167546734,28,0.000642192,9.22437e-05,0.02836152555948329,0.27288,5.38986e-09,0.0034909434433604953,1.18918e-05,0.272855,0.253277,0.0,3.24747e-05,0.000123919,0.021379638672762304,0.27288,2.57166e-05,0.272855,0.253277,0.00749021,0.0,0.0131083,0.0131083,9.22437e-05,0.272356,0.00684802,0.000607269292491812,0.0,0.0248705821161228,8.6236e-05,0.0131083,0.259667
