id,x,y,z,AG,AHP6,ANT,AP1,AP2,AP3,AS1,CLV3,CUC1_2_3,ETTIN,FIL,LFY,MP,PHB_PHV,PI,PUCHI,REV,SEP1,SEP2,SEP3,STM,SUP,SVP,WUS,vol,curv1,curv2,mean_curv,gauss_curv,dev_curv,dist_to_center,gene_PC1_value,gene_PC2_value,shape_PC1_value,shape_PC2_value,gene_cluster_gmm,gene_cluster_kmeans,shape_cluster_gmm,shape_cluster_kmeans
99,69.95453570938074,61.979054712935785,7.914051495777184,3.88642e-06,0.00457916,0.789618,0.820291,0.820291,0.00013826,0.789618,8.1101e-11,0.0101431,0.780555,0.780548,0.789618,0.813926,0.00463015,0.00013826,0.0,0.00463015,0.820295,0.820295,6.58383e-06,0.0277567,0.0,0.0,6.37064e-09,207.65065050110343,0.0608085898453716,0.007467500218567,0.0341380450319693,0.00045945815795,0.0266705448134022,36.74988157821424,3.12266456902198,-0.6703221306738083,1.3696469201684662,1.942548843989789,2,3,1,1
129,78.25525874277383,51.69519549340771,9.165878126488392,1.77769e-06,0.000616734,0.836326,0.982756,0.982756,0.000484373,0.836326,4.58052e-12,0.0136818,0.823951,0.823945,0.836326,0.918097,0.00727491,0.000484373,0.0,0.00727491,0.982757,0.982757,5.97876e-06,0.146419,0.0,0.0,5.42205e-10,112.70286682243376,0.0652661497802385,0.0138362465342948,0.0395511981572667,0.0009046971154545,0.0257149516229718,35.8382481249168,3.406691371913075,-0.45994219895240257,1.9286036361509877,1.4345098777376901,2,3,1,1
132,48.73624491712357,73.40105214148039,11.082465356910644,1.58652e-07,0.220734,0.924275,0.93046,0.93046,2.70108e-05,0.924275,2.49657e-11,2.71698e-05,0.923366,0.923365,0.924275,0.924313,0.000933342,2.70108e-05,0.0,0.000933342,0.93046,0.93046,2.59234e-07,3.80882e-05,0.0,0.0,4.22406e-09,225.84389556794324,0.0836299497395574,0.0323147451717788,0.0579723474556681,0.0027057383364428,0.0256576022838893,39.72500782873556,4.064368821118683,-1.0661299893814478,4.952914077114332,0.09036780865355418,2,3,1,1
135,82.27095630462375,43.381354948776064,9.37544140012571,5.68298e-06,0.0691872,0.921582,0.928079,0.928079,0.000517025,0.921582,6.97865e-12,0.00110931,0.891846,0.891838,0.921582,0.922592,0.0222035,0.000517025,0.0,0.0222035,0.928084,0.928084,7.11808e-06,0.00311412,0.0,0.0,9.90184e-10,136.58269163006065,0.0766685210751619,0.0165556788667672,0.0466120999709645,0.0012685673852629,0.0300564211041973,36.47624329008781,3.7691258374225316,-0.8356792971347458,3.0236034979913318,1.6690451848567045,2,3,1,1
140,64.73984463920293,68.74564681131181,9.512568403032938,7.72689e-07,0.137906,0.867594,0.92733,0.92733,4.37676e-05,0.867594,8.57502e-12,0.000396663,0.866091,0.86609,0.867594,0.868146,0.001323,4.37676e-05,0.0,0.001323,0.927331,0.927331,1.05359e-06,0.000563186,0.0,0.0,6.44043e-10,150.81342887082434,0.0770738235843846,0.0383593620408357,0.0577165928126102,0.0029606804664027,0.0193572307717744,38.92340589655691,3.7525178129164036,-0.8490423823191626,4.681866979371497,-0.9179379005849603,2,3,1,1
147,74.77574187018514,56.62263768259204,8.983068382462132,1.78716e-06,5.99149e-05,0.156647,0.91736,0.91736,9.45459e-05,0.156647,2.30277e-11,0.0750501,0.148207,0.148195,0.156647,0.850044,0.00147015,9.45459e-05,0.0,0.00147015,0.917361,0.917361,1.16586e-05,0.760703,0.0,0.0,2.54253e-09,89.51838593620964,0.0563907646590329,0.0067831313142648,0.0315869479866489,0.0003844512687265,0.024803816672384,35.82564715277236,0.733274015367576,1.1078502146292164,0.8381315937954442,1.821642250698414,2,2,1,1
155,80.63369830567416,47.34747958550562,9.944607742043369,6.9965e-06,0.00698593,0.973948,0.98949,0.98949,0.000901063,0.973948,8.37246e-12,0.00500679,0.9504,0.950389,0.973948,0.983085,0.0190914,0.000901063,0.0,0.0190914,0.989497,0.989497,1.10614e-05,0.0154247,0.0,0.0,7.48454e-10,84.77480685595508,0.0752465901399849,0.0146545850617418,0.0449505876008634,0.0011027986257869,0.0302960025391215,35.83718809022977,3.9277048889501587,-0.7730410721389855,2.69826641141713,1.8364321787358355,3,3,1,1
177,85.42980694312841,34.54529235139541,11.374745473514247,2.97876e-07,0.707305,0.92015,0.985917,0.985917,7.9758e-05,0.92015,2.51934e-12,9.02228e-05,0.908659,0.908658,0.92015,0.914514,0.00823279,7.9758e-05,0.0,0.00823279,0.985917,0.985917,6.72465e-07,0.000361028,0.0,0.0,6.95573e-10,99.3198776502296,0.0748840951484897,0.0228733893711084,0.0488787422597991,0.0017104238535366,0.0260053528886906,37.90318567359633,4.841310627819672,-1.5203369039139325,3.317786966352211,0.8752098797279724,2,3,1,1
187,60.50625585574645,71.92045363210902,12.373048861908678,4.66985e-07,0.716052,0.922333,0.978798,0.978798,4.52763e-05,0.922333,2.09363e-11,7.29364e-05,0.920036,0.920035,0.922333,0.922439,0.00225595,4.52763e-05,0.0,0.00225595,0.978798,0.978798,9.77271e-07,0.000106516,0.0,0.0,3.97914e-09,144.7077377253561,0.0773773346715835,0.0399372087548016,0.0586572717131925,0.0030926229896687,0.0187200629583909,39.33800291150694,4.867474889696801,-1.5624114730523768,4.825126753753735,-1.0833072032723121,2,3,1,1
188,67.98786122794957,66.26683362073244,12.846670629864674,2.74184e-05,0.0758677,0.97177,0.98714,0.98714,0.000913629,0.97177,3.23457e-10,0.0109736,0.958422,0.958385,0.97177,0.983869,0.0138858,0.000913629,0.0,0.0138858,0.987167,0.987167,3.72198e-05,0.0122193,0.0,0.0,1.20012e-08,142.0120893725207,0.0685328180476704,0.0255518960127567,0.0470423570302136,0.0017575043876796,0.0214904610174568,37.10696074478744,4.037060503117919,-0.8607015179904154,3.007337481246726,0.21835207392076453,2,3,1,1
189,71.70030628333073,60.47333829825727,12.01499085486733,4.72679e-05,0.00142504,0.720596,0.987192,0.987192,0.00131588,0.720596,4.86083e-10,0.197951,0.708462,0.708392,0.720596,0.983846,0.0130295,0.00131588,0.0,0.0130295,0.987239,0.987239,7.02791e-05,0.266536,0.0,0.0,1.56419e-08,121.88521668862934,0.0562425782547222,0.0087701372432701,0.0325063577489962,0.0004952687915984,0.023736220505726,35.0475359813799,2.8995574287371833,0.12392473132686432,0.9539423502592136,1.547004205645758,2,3,1,1
192,83.82315387581275,39.33529277535761,13.052641775533177,7.28833e-06,0.652212,0.982413,0.990465,0.990465,0.00119313,0.982413,4.3782e-11,0.0015612,0.894046,0.894034,0.982413,0.980934,0.0886771,0.00119313,0.0,0.0886771,0.990472,0.990472,1.13146e-05,0.00227969,0.0,0.0,8.50801e-09,161.14833509989302,0.0813659087511478,0.0149814169480247,0.0481736628495862,0.0012234074732343,0.0331922459015615,35.950665480698504,4.794543761762435,-1.4512797310553973,3.2874177607195767,2.0606086711795117,3,3,1,1
201,74.75558701209678,56.90681852537372,11.858917035087412,2.85152e-05,6.37455e-05,0.154324,0.995728,0.995728,0.000949794,0.154324,2.12607e-10,0.764334,0.150314,0.150271,0.154324,0.992179,0.00480236,0.000949794,0.0,0.00480236,0.995757,0.995757,4.36695e-05,0.84143,0.0,0.0,5.57085e-09,48.42641775906468,0.052123694835229,0.005269630127018,0.0286966624811235,0.000274977831664,0.0234270323541054,34.83032346536247,0.5655995272530466,2.3903531809137673,0.3727167142357005,1.7625274322973714,2,2,1,1
212,76.92578455084745,52.82798916949152,13.160803468198612,2.53688e-05,0.000416624,0.777829,0.998375,0.998375,0.0044531,0.777829,4.89417e-11,0.148857,0.764784,0.764733,0.777829,0.992436,0.0149621,0.0044531,0.0,0.0149621,0.998401,0.998401,5.09751e-05,0.22057,0.0,0.0,3.78517e-09,111.274077942839,0.0531272447639372,0.0080681056361867,0.0305976752000619,0.0004358403669838,0.0225295695638752,33.77583179256387,3.134210970047779,-0.06434435705000136,0.6417164259272087,1.4328309330178164,2,3,1,1
