id,x,y,z,AG,AHP6,ANT,AP1,AP2,AP3,AS1,CLV3,CUC1_2_3,ETTIN,FIL,LFY,MP,PHB_PHV,PI,PUCHI,REV,SEP1,SEP2,SEP3,STM,SUP,SVP,WUS,vol,curv1,curv2,mean_curv,gauss_curv,dev_curv,dist_to_center,gene_PC1_value,gene_PC2_value,shape_PC1_value,shape_PC2_value,gene_cluster_gmm,gene_cluster_kmeans,shape_cluster_gmm,shape_cluster_kmeans
79,59.92434751324238,39.87781769157862,4.5404913995779665,0.0,0.01309,0.836926,0.818577,0.818577,0.0,0.0740075,0.0,0.00652316,0.836532,0.0740075,0.836532,0.843843,0.0310953,0.0,0.0,0.0310953,0.836502,0.836502,0.0,0.137099,0.0,0.0711728,0.00138201,180.50188466107969,0.0192134105490777,-0.0161122298370536,0.001550590356012,-0.0003105996326027,0.0176628201930657,28.52997948921591,0.17170499092541863,1.3942963925162037,2.31285076918267,0.5062812469953591,3,3,0,0
81,55.26295365109771,45.02944106213922,3.938844510340789,0.0,0.00504836,0.790565,0.770083,0.770083,0.0,0.608483,0.0,0.00652311,0.790171,0.608483,0.790171,0.797482,0.030441,0.0,0.0,0.030441,0.790141,0.790141,0.0,0.670788,0.0,0.603295,0.00138037,158.12661257030987,0.0189937460392396,-0.0059007921969378,0.0065464769211509,-0.0001101623640603,0.0124472691180887,28.710468080629386,3.5957067609788393,0.2268025363188553,2.504099494251618,0.2519488793936778,1,1,0,0
86,49.82345266400056,49.60466566652116,4.626275905862209,0.0,0.00433945,0.831485,0.812536,0.812536,0.0,0.767493,0.0,0.0065231,0.83109,0.767493,0.83109,0.838401,0.0300333,0.0,0.0,0.0300333,0.83106,0.83106,0.0,0.824626,0.0,0.759055,0.00138013,131.48365308448632,0.0097714586542171,-0.013675731815811,-0.0019521365807969,0.0005620181873899,0.0117235952350141,29.14120493033261,4.59302460364072,-0.11824691540505416,1.9460500606483704,0.37497175929085486,1,1,0,0
99,43.294350473193475,52.73268516767676,8.514189973947788,0.0,0.00433574,0.916116,0.887825,0.887825,0.0,0.854305,0.0,0.0065231,0.915722,0.854305,0.915722,0.923032,0.0307791,0.0,0.0,0.0307791,0.915691,0.915691,0.0,0.909759,0.0,0.833966,0.00138074,262.1156201812396,-0.034936566006191,-0.0441150003214171,-0.039525783163804,0.0015413038814136,0.004589217157613,28.47691489624335,5.096955938840555,-0.31910044669655235,-0.48830858966499535,0.24005307396165843,1,1,0,0
105,63.60683455224974,34.230658338917245,9.110669018674804,0.0,0.594804,0.891964,0.872256,0.872256,0.0,0.0145684,0.0,0.00652298,0.891571,0.0145684,0.891571,0.898879,0.034738,0.0,0.0,0.034738,0.891541,0.891541,0.0,0.0808955,0.0,0.0119784,0.00138103,295.6553846764233,0.0244861674003943,-0.0062855171052558,0.0091003251475692,0.000319558134393,0.015385842252825,27.389469775916176,-0.683627455680911,4.483285479917597,2.675618243169112,0.3116840634128241,2,2,0,0
123,55.71638082786232,46.002544797728866,8.42858300042138,0.0,0.00439448,0.964708,0.948634,0.948634,0.0,0.888356,0.0,0.00652311,0.964314,0.888356,0.964314,0.971624,0.03066,0.0,0.0,0.03066,0.964284,0.964284,0.0,0.946217,0.0,0.882906,0.00138028,158.15438493947508,-0.0289670145845454,-0.0386805358818336,-0.0338237752331895,0.0011244091690342,0.0048567606486441,27.583874603339403,5.337141701626513,-0.4120310991723597,-0.12379237357118356,0.09143134957339749,1,1,0,0
128,50.739613568130984,49.625615744079326,8.557533024603815,0.0,0.00435588,0.964152,0.943234,0.943234,0.0,0.897078,0.0,0.0065231,0.963757,0.897078,0.963757,0.971068,0.0303769,0.0,0.0,0.0303769,0.963727,0.963727,0.0,0.954484,0.0,0.886595,0.00138045,80.28991925661832,-0.0337906949339612,-0.0429646352014322,-0.0383776650676967,0.0014523763086055,0.0045869701337355,27.800903907436126,5.381757365037214,-0.42748608438385904,-0.41878102172920817,0.15844448865771935,1,1,0,0
135,32.168963846706845,53.00729661477255,10.155763004285388,0.0,0.00433494,0.970907,0.954838,0.954838,0.0,0.909513,0.0,0.0065231,0.970513,0.909513,0.970513,0.977823,0.0308401,0.0,0.0,0.0308401,0.970483,0.970483,0.0,0.964666,0.0,0.900921,0.00138047,173.58656473894268,-0.0290421558100642,-0.0383565311321512,-0.0336993434711077,0.0011168179615886,0.0046571876610435,28.761490346798023,5.462580681812973,-0.45508043559141254,-0.11209055252707678,0.19396963779674414,1,1,0,0
136,60.14099499546386,40.30011762044568,9.810148167348023,0.0,0.0723696,0.96376,0.947674,0.947674,0.0,0.0304294,0.0,0.00652318,0.963365,0.0304294,0.963365,0.970676,0.0423083,0.0,0.0,0.0423083,0.963335,0.963335,0.0,0.102553,0.0,0.0276673,0.00138222,140.00051296181698,-0.0181842699506496,-0.0268601652012479,-0.0225222175759488,0.0004891627673644,0.0043379476252991,26.64247707661811,-0.20174106727732138,1.7260837452509432,0.5731048840689374,-0.15521375774869356,3,3,0,0
137,48.16725273714343,50.46732190917827,11.691075171661788,0.0,0.00433662,0.9712,0.949701,0.949701,0.0,0.906103,0.0,0.0065231,0.970806,0.906103,0.970806,0.978116,0.0339387,0.0,0.0,0.0339387,0.970776,0.970776,0.0,0.964632,0.0,0.892508,0.00138076,184.98249355306663,-0.030928877910404,-0.0365716522777987,-0.0337502650941014,0.0011347306084163,0.0028213871836973,26.538238275058646,5.424564481575489,-0.4562926657547711,-0.16395640509660125,-0.11452091788675595,1,1,0,0
